shipment_id,order_id,carrier_name,tracking_number,shipping_method,shipping_status,shipping_date,estimated_delivery_date,actual_delivery_date,shipping_address_id,shipping_cost,weight_kg
ship_000345,ord_419656,UPS,TRK538924529,overnight,pending_pickup,2026-04-15 18:22:53,2026-04-21 18:22:53,2026-04-21 18:22:53,addr_7784,19.19,17.71
ship_000346,ord_682161,USPS,TRK888905409,express,in_transit,2026-04-25 01:53:17,2026-04-30 01:53:17,2026-04-30 01:53:17,addr_6945,44.32,1.27
ship_000347,ord_102426,FedEx,TRK693756396,express,pending_pickup,2026-04-07 11:17:29,2026-04-09 11:17:29,2026-04-09 11:17:29,addr_9416,19.35,0.95
ship_000348,ord_855445,Aramex,TRK432321930,economy,in_transit,2026-04-11 03:51:41,2026-04-13 03:51:41,2026-04-13 03:51:41,addr_2256,25.26,14.66
ship_000349,ord_907872,UPS,TRK204133690,overnight,shipped,2026-04-17 00:14:15,2026-04-19 00:14:15,2026-04-19 00:14:15,addr_7787,31.07,19.91
ship_000350,ord_290704,DHL,TRK210173998,express,shipped,2026-04-07 17:58:01,2026-04-14 17:58:01,2026-04-14 17:58:01,addr_2578,32.32,5.77
ship_000351,ord_585162,USPS,TRK188426324,express,delivered,2026-04-08 09:55:22,2026-04-10 09:55:22,2026-04-10 09:55:22,addr_5404,34.57,1.33
ship_000352,ord_815241,UPS,TRK505827805,standard,pending_pickup,2026-04-08 03:27:59,2026-04-11 03:27:59,2026-04-11 03:27:59,addr_7182,36.11,15.25
ship_000353,ord_762438,DHL,TRK607026891,economy,shipped,2026-04-19 18:00:22,2026-04-26 18:00:22,2026-04-26 18:00:22,addr_2722,22.02,8.1
ship_000354,ord_548464,UPS,TRK753711202,express,shipped,2026-04-23 08:14:01,2026-04-27 08:14:01,2026-04-27 08:14:01,addr_4286,20.91,1.37
ship_000355,ord_214611,DHL,TRK944561161,overnight,in_transit,2026-04-20 18:06:52,2026-04-25 18:06:52,2026-04-25 18:06:52,addr_3717,33.77,14.22
ship_000356,ord_888712,DHL,TRK884295570,standard,pending_pickup,2026-04-15 02:41:59,2026-04-21 02:41:59,,addr_9607,35.91,13.73
ship_000357,ord_872475,UPS,TRK895540538,overnight,in_transit,2026-04-11 04:02:23,2026-04-16 04:02:23,2026-04-16 04:02:23,addr_6173,18.03,4.25
ship_000358,ord_215978,FedEx,TRK940463567,standard,pending_pickup,2026-04-08 21:40:49,2026-04-11 21:40:49,2026-04-11 21:40:49,addr_3169,41.99,9.86
ship_000359,ord_152139,FedEx,TRK924665716,overnight,returned,2026-04-15 00:52:15,2026-04-19 00:52:15,,addr_7463,8.31,6.7
ship_000360,ord_630919,DHL,TRK656203559,standard,pending_pickup,2026-04-20 05:07:53,2026-04-22 05:07:53,2026-04-22 05:07:53,addr_2541,46.32,12.86
ship_000361,ord_414214,Aramex,TRK159573826,economy,delivered,2026-04-14 04:43:20,2026-04-20 04:43:20,,addr_3264,42.02,3.98
ship_000362,ord_895728,UPS,TRK869308162,express,pending_pickup,2026-04-12 15:17:50,2026-04-17 15:17:50,2026-04-17 15:17:50,addr_5732,36.34,17.67
ship_000363,ord_295537,UPS,TRK658402535,overnight,delivered,2026-04-05 21:41:11,2026-04-10 21:41:11,,addr_5356,14.06,18.05
ship_000364,ord_264844,UPS,TRK665531215,overnight,in_transit,2026-04-14 21:31:35,2026-04-18 21:31:35,,addr_4921,43.53,13.51
ship_000365,ord_646398,FedEx,TRK465329248,economy,returned,2026-04-22 19:20:46,2026-04-25 19:20:46,2026-04-25 19:20:46,addr_8034,33.03,9.63
ship_000366,ord_647704,FedEx,TRK893948172,express,pending_pickup,2026-04-06 14:05:26,2026-04-10 14:05:26,2026-04-10 14:05:26,addr_8022,16.02,4.19
ship_000367,ord_854536,FedEx,TRK756851518,overnight,in_transit,2026-04-06 07:39:02,2026-04-09 07:39:02,2026-04-09 07:39:02,addr_7876,43.34,16.82
ship_000368,ord_872645,Aramex,TRK639484870,standard,in_transit,2026-04-22 04:52:47,2026-04-29 04:52:47,,addr_1768,38.15,3.81
ship_000369,ord_351266,DHL,TRK483109476,standard,delivered,2026-04-24 05:42:54,2026-04-30 05:42:54,,addr_9480,36.57,19.22
ship_000370,ord_214944,USPS,TRK971099934,overnight,pending_pickup,2026-04-07 07:59:48,2026-04-13 07:59:48,,addr_9912,34.6,9.55
ship_000371,ord_394373,Aramex,TRK295036755,express,shipped,2026-04-22 03:27:19,2026-04-25 03:27:19,2026-04-25 03:27:19,addr_9197,12.3,18.4
ship_000372,ord_742603,USPS,TRK839446522,standard,returned,2026-04-12 04:23:30,2026-04-14 04:23:30,,addr_1900,23.48,17.88
ship_000373,ord_660277,DHL,TRK342615774,economy,delivered,2026-04-11 03:52:38,2026-04-17 03:52:38,,addr_9636,38.29,10.08
ship_000374,ord_819733,DHL,TRK708263471,standard,pending_pickup,2026-04-14 08:17:22,2026-04-21 08:17:22,,addr_7293,45.37,18.18
ship_000375,ord_116348,Aramex,TRK440220170,standard,shipped,2026-04-14 15:11:04,2026-04-19 15:11:04,2026-04-19 15:11:04,addr_2894,43.79,3.38
ship_000376,ord_355322,Aramex,TRK743890527,economy,returned,2026-04-08 03:41:25,2026-04-11 03:41:25,,addr_3625,13.77,6.83
ship_000377,ord_761408,DHL,TRK678167610,standard,returned,2026-04-15 02:10:56,2026-04-19 02:10:56,2026-04-19 02:10:56,addr_6391,47.16,1.16
ship_000378,ord_446654,Aramex,TRK121584631,standard,shipped,2026-04-14 12:02:26,2026-04-20 12:02:26,,addr_8195,8.35,9.43
ship_000379,ord_238343,DHL,TRK490188347,overnight,in_transit,2026-04-08 08:34:11,2026-04-11 08:34:11,2026-04-11 08:34:11,addr_7686,20.87,11.72
ship_000380,ord_189501,USPS,TRK282844235,economy,pending_pickup,2026-04-20 02:01:31,2026-04-23 02:01:31,2026-04-23 02:01:31,addr_8939,40.02,13.55
ship_000381,ord_361278,DHL,TRK370693667,express,shipped,2026-04-05 21:12:45,2026-04-07 21:12:45,2026-04-07 21:12:45,addr_6803,11.69,5.72
ship_000382,ord_273608,FedEx,TRK807964462,economy,delivered,2026-04-16 00:42:44,2026-04-21 00:42:44,2026-04-21 00:42:44,addr_9464,6.14,2.65
ship_000383,ord_803608,DHL,TRK616734223,standard,delivered,2026-04-08 20:36:14,2026-04-15 20:36:14,2026-04-15 20:36:14,addr_9435,12.03,19.15
ship_000384,ord_209198,FedEx,TRK766235925,express,shipped,2026-04-09 01:16:24,2026-04-15 01:16:24,2026-04-15 01:16:24,addr_6900,31.73,12.22
ship_000385,ord_810565,FedEx,TRK722066645,standard,pending_pickup,2026-04-22 18:47:58,2026-04-27 18:47:58,2026-04-27 18:47:58,addr_6499,47.95,0.62
ship_000386,ord_904560,Aramex,TRK865283352,express,delivered,2026-04-13 04:08:51,2026-04-20 04:08:51,2026-04-20 04:08:51,addr_1938,15.7,6.73
ship_000387,ord_933095,DHL,TRK572612093,economy,pending_pickup,2026-04-20 13:02:38,2026-04-24 13:02:38,2026-04-24 13:02:38,addr_4216,14.22,1.94
ship_000388,ord_177815,DHL,TRK649617854,standard,shipped,2026-04-14 16:07:12,2026-04-20 16:07:12,,addr_8024,10.82,18.66
ship_000389,ord_990269,DHL,TRK406426318,economy,shipped,2026-04-22 14:03:36,2026-04-25 14:03:36,2026-04-25 14:03:36,addr_9284,30.24,17.54
ship_000390,ord_922002,USPS,TRK670672714,economy,returned,2026-04-11 19:57:10,2026-04-15 19:57:10,2026-04-15 19:57:10,addr_2750,26.61,15.92
ship_000391,ord_695320,FedEx,TRK217863621,economy,shipped,2026-04-23 04:34:58,2026-04-26 04:34:58,2026-04-26 04:34:58,addr_9081,25.61,18.83
ship_000392,ord_953619,USPS,TRK391238274,overnight,pending_pickup,2026-04-06 21:03:44,2026-04-08 21:03:44,2026-04-08 21:03:44,addr_4974,15.64,3.16
ship_000393,ord_498332,FedEx,TRK723074758,standard,in_transit,2026-04-13 10:45:35,2026-04-18 10:45:35,2026-04-18 10:45:35,addr_3022,10.9,5.52
ship_000394,ord_832318,UPS,TRK898185329,standard,returned,2026-04-09 20:52:33,2026-04-12 20:52:33,,addr_3762,18.77,9.68
ship_000395,ord_760023,DHL,TRK190647969,overnight,pending_pickup,2026-04-10 21:55:17,2026-04-13 21:55:17,2026-04-13 21:55:17,addr_3948,20.08,10.15
ship_000396,ord_476496,USPS,TRK452938666,overnight,shipped,2026-04-15 01:17:07,2026-04-20 01:17:07,2026-04-20 01:17:07,addr_2882,22.32,3.41
ship_000397,ord_925834,Aramex,TRK646725015,standard,pending_pickup,2026-04-06 23:12:57,2026-04-09 23:12:57,2026-04-09 23:12:57,addr_1950,49.11,6.45
ship_000398,ord_878720,USPS,TRK427102272,economy,returned,2026-04-10 18:32:12,2026-04-17 18:32:12,2026-04-17 18:32:12,addr_1244,42.65,15.88
ship_000399,ord_540278,Aramex,TRK710649909,standard,delivered,2026-04-24 05:00:48,2026-04-26 05:00:48,2026-04-26 05:00:48,addr_4080,34.04,8.66
ship_000400,ord_545662,DHL,TRK989413420,standard,shipped,2026-04-25 02:20:34,2026-04-27 02:20:34,,addr_4587,8.73,6.39
ship_000401,ord_951562,DHL,TRK586815269,express,returned,2026-04-10 06:38:51,2026-04-16 06:38:51,,addr_5865,10.68,18.4
ship_000402,ord_408876,Aramex,TRK665284109,express,pending_pickup,2026-04-06 13:28:12,2026-04-12 13:28:12,2026-04-12 13:28:12,addr_9083,42.91,4.74
ship_000403,ord_161040,FedEx,TRK676404792,express,shipped,2026-04-23 12:35:49,2026-04-28 12:35:49,2026-04-28 12:35:49,addr_4924,14.66,13.26
ship_000404,ord_844702,DHL,TRK178294347,express,in_transit,2026-04-22 11:11:16,2026-04-25 11:11:16,2026-04-25 11:11:16,addr_3656,23.98,19.72
ship_000405,ord_594596,Aramex,TRK139611277,standard,pending_pickup,2026-04-14 10:16:22,2026-04-19 10:16:22,2026-04-19 10:16:22,addr_1273,29.74,8.82
ship_000406,ord_665298,DHL,TRK976260707,standard,shipped,2026-04-15 07:57:10,2026-04-21 07:57:10,2026-04-21 07:57:10,addr_2187,47.43,6.09
ship_000407,ord_989564,UPS,TRK529943018,express,returned,2026-04-11 04:29:16,2026-04-18 04:29:16,2026-04-18 04:29:16,addr_1111,23.64,14.81
ship_000408,ord_655307,Aramex,TRK218198016,overnight,returned,2026-04-17 04:36:41,2026-04-22 04:36:41,,addr_1853,47.1,9.61
ship_000409,ord_734702,FedEx,TRK531039926,express,in_transit,2026-04-22 05:01:55,2026-04-26 05:01:55,2026-04-26 05:01:55,addr_9075,17.55,12.93
ship_000410,ord_225913,USPS,TRK593610031,standard,delivered,2026-04-19 17:47:47,2026-04-25 17:47:47,,addr_1039,33.15,11.41
ship_000411,ord_744669,UPS,TRK900638531,express,pending_pickup,2026-04-16 03:44:53,2026-04-21 03:44:53,2026-04-21 03:44:53,addr_8528,48.26,9.51
ship_000412,ord_297269,DHL,TRK717835305,overnight,returned,2026-04-19 08:11:28,2026-04-21 08:11:28,,addr_4306,41.43,7.55
ship_000413,ord_447918,DHL,TRK626407693,economy,delivered,2026-04-19 04:23:08,2026-04-22 04:23:08,,addr_4550,29.21,13.49
ship_000414,ord_488367,Aramex,TRK495451857,standard,pending_pickup,2026-04-13 04:10:29,2026-04-17 04:10:29,2026-04-17 04:10:29,addr_7031,18.73,19.7
ship_000415,ord_222090,FedEx,TRK350565385,express,shipped,2026-04-25 11:21:29,2026-04-29 11:21:29,2026-04-29 11:21:29,addr_4594,30.52,6.06
ship_000416,ord_465140,USPS,TRK245486591,overnight,pending_pickup,2026-04-06 11:04:27,2026-04-10 11:04:27,2026-04-10 11:04:27,addr_7721,21.16,7.08
ship_000417,ord_755208,DHL,TRK864960526,economy,returned,2026-04-12 08:21:06,2026-04-16 08:21:06,,addr_7304,31.5,4.6
ship_000418,ord_124181,FedEx,TRK611902567,express,pending_pickup,2026-04-09 01:27:05,2026-04-11 01:27:05,2026-04-11 01:27:05,addr_3746,41.15,11.41
ship_000419,ord_544804,DHL,TRK691817240,overnight,in_transit,2026-04-23 18:31:48,2026-04-30 18:31:48,2026-04-30 18:31:48,addr_5905,21.59,10.96
ship_000420,ord_139335,FedEx,TRK321253386,standard,in_transit,2026-04-17 16:46:24,2026-04-19 16:46:24,2026-04-19 16:46:24,addr_9478,28.72,11.19
ship_000421,ord_943257,Aramex,TRK636571873,standard,shipped,2026-04-09 02:45:26,2026-04-15 02:45:26,2026-04-15 02:45:26,addr_6993,39.33,1.35
ship_000422,ord_125825,FedEx,TRK247038071,economy,in_transit,2026-04-05 17:18:48,2026-04-11 17:18:48,,addr_8891,18.74,14.82
ship_000423,ord_625178,DHL,TRK953331093,economy,returned,2026-04-17 13:03:27,2026-04-22 13:03:27,,addr_7948,21.02,12.66
ship_000424,ord_762160,Aramex,TRK875022954,standard,delivered,2026-04-20 18:58:10,2026-04-22 18:58:10,2026-04-22 18:58:10,addr_1343,30.86,11.74
ship_000425,ord_401963,FedEx,TRK561245387,express,returned,2026-04-12 22:02:27,2026-04-18 22:02:27,2026-04-18 22:02:27,addr_5797,29.49,18.78
ship_000426,ord_111137,USPS,TRK168052224,standard,delivered,2026-04-07 13:59:29,2026-04-09 13:59:29,,addr_8723,41.88,0.87
ship_000427,ord_888126,UPS,TRK329421901,overnight,delivered,2026-04-25 11:07:32,2026-05-02 11:07:32,2026-05-02 11:07:32,addr_5565,43.58,8.16
ship_000428,ord_573190,Aramex,TRK383062914,overnight,returned,2026-04-12 07:23:06,2026-04-18 07:23:06,2026-04-18 07:23:06,addr_2853,46.57,10.63
ship_000429,ord_722872,FedEx,TRK315459716,economy,returned,2026-04-10 12:10:50,2026-04-14 12:10:50,2026-04-14 12:10:50,addr_1655,33.15,8.02
ship_000430,ord_387330,Aramex,TRK582535482,overnight,in_transit,2026-04-05 14:37:00,2026-04-08 14:37:00,2026-04-08 14:37:00,addr_8495,36.04,1.96
ship_000431,ord_124221,DHL,TRK758128966,overnight,shipped,2026-04-17 16:37:41,2026-04-19 16:37:41,,addr_5224,46.34,12.11
ship_000432,ord_327284,FedEx,TRK132351362,standard,in_transit,2026-04-17 02:40:23,2026-04-19 02:40:23,2026-04-19 02:40:23,addr_4789,28.77,5.24
ship_000433,ord_758004,Aramex,TRK798315460,economy,pending_pickup,2026-04-23 20:00:12,2026-04-27 20:00:12,,addr_3757,7.4,12.92
ship_000434,ord_705542,Aramex,TRK762140731,express,delivered,2026-04-07 02:11:33,2026-04-14 02:11:33,2026-04-14 02:11:33,addr_4503,30.77,13.72
ship_000435,ord_115659,USPS,TRK757010136,overnight,pending_pickup,2026-04-19 03:58:28,2026-04-23 03:58:28,,addr_1881,19.2,8.44
ship_000436,ord_827348,FedEx,TRK939937589,express,shipped,2026-04-22 03:37:53,2026-04-25 03:37:53,2026-04-25 03:37:53,addr_7976,10.53,11.04
ship_000437,ord_630920,DHL,TRK959853524,express,pending_pickup,2026-04-07 10:02:31,2026-04-13 10:02:31,,addr_2105,33.34,1.41
ship_000438,ord_115442,DHL,TRK725235178,overnight,returned,2026-04-23 08:02:13,2026-04-30 08:02:13,2026-04-30 08:02:13,addr_7802,38.53,4.64
ship_000439,ord_455541,USPS,TRK175627510,economy,pending_pickup,2026-04-15 20:50:33,2026-04-21 20:50:33,2026-04-21 20:50:33,addr_8912,26.16,12.66
ship_000440,ord_628371,Aramex,TRK567033582,economy,delivered,2026-04-08 01:16:47,2026-04-10 01:16:47,2026-04-10 01:16:47,addr_1341,15.46,12.6
ship_000441,ord_704105,USPS,TRK615105311,overnight,shipped,2026-04-13 07:55:50,2026-04-20 07:55:50,2026-04-20 07:55:50,addr_8904,18.67,4.77
ship_000442,ord_863968,UPS,TRK106587250,standard,returned,2026-04-19 15:46:41,2026-04-21 15:46:41,2026-04-21 15:46:41,addr_7943,47.44,19.36
ship_000443,ord_832544,USPS,TRK870328906,standard,pending_pickup,2026-04-23 04:36:59,2026-04-25 04:36:59,,addr_9989,49.5,3.48
ship_000444,ord_432986,FedEx,TRK781124583,standard,pending_pickup,2026-04-23 14:53:44,2026-04-27 14:53:44,2026-04-27 14:53:44,addr_2514,19.06,9.22
ship_000445,ord_570841,FedEx,TRK313340099,overnight,pending_pickup,2026-04-24 07:05:20,2026-04-26 07:05:20,2026-04-26 07:05:20,addr_8493,29.37,15.66
ship_000446,ord_394446,Aramex,TRK960799990,overnight,pending_pickup,2026-04-12 20:42:45,2026-04-15 20:42:45,2026-04-15 20:42:45,addr_5207,32.79,14.46
ship_000447,ord_192298,FedEx,TRK114880505,overnight,pending_pickup,2026-04-10 13:01:41,2026-04-15 13:01:41,2026-04-15 13:01:41,addr_8178,22.91,18.49
ship_000448,ord_429131,UPS,TRK990800659,standard,returned,2026-04-10 00:44:16,2026-04-16 00:44:16,2026-04-16 00:44:16,addr_2622,10.9,6.49
ship_000449,ord_481486,Aramex,TRK600001908,economy,in_transit,2026-04-09 21:58:47,2026-04-14 21:58:47,,addr_6162,19.2,10.1
ship_000450,ord_428635,USPS,TRK870025336,standard,in_transit,2026-04-16 14:01:06,2026-04-21 14:01:06,,addr_2876,34.92,19.48
ship_000451,ord_431854,DHL,TRK364920100,express,in_transit,2026-04-19 10:18:11,2026-04-22 10:18:11,2026-04-22 10:18:11,addr_5412,31.9,11.45
ship_000452,ord_619266,USPS,TRK849573644,express,pending_pickup,2026-04-22 06:45:34,2026-04-29 06:45:34,2026-04-29 06:45:34,addr_4561,19.02,13.87
ship_000453,ord_574560,UPS,TRK967526516,standard,in_transit,2026-04-09 04:18:28,2026-04-16 04:18:28,2026-04-16 04:18:28,addr_2558,13.17,9.31
ship_000454,ord_275627,FedEx,TRK733282758,standard,pending_pickup,2026-04-09 21:19:30,2026-04-15 21:19:30,2026-04-15 21:19:30,addr_6276,23.73,16.68
ship_000455,ord_154599,USPS,TRK837013274,overnight,delivered,2026-04-22 13:02:54,2026-04-27 13:02:54,,addr_8947,18.48,19.8
ship_000456,ord_590591,FedEx,TRK717659078,overnight,in_transit,2026-04-17 00:17:08,2026-04-24 00:17:08,,addr_8206,22.09,14.37
ship_000457,ord_980039,Aramex,TRK858145335,standard,returned,2026-04-19 13:49:56,2026-04-25 13:49:56,2026-04-25 13:49:56,addr_1111,5.2,7.64
ship_000458,ord_816511,Aramex,TRK175318431,economy,delivered,2026-04-19 00:37:59,2026-04-21 00:37:59,2026-04-21 00:37:59,addr_3619,5.28,9.45
ship_000459,ord_249034,FedEx,TRK262150341,standard,returned,2026-04-18 03:54:56,2026-04-25 03:54:56,2026-04-25 03:54:56,addr_3186,45.36,14.05
ship_000460,ord_179474,USPS,TRK735350233,standard,delivered,2026-04-07 21:41:14,2026-04-10 21:41:14,2026-04-10 21:41:14,addr_1339,33.17,4.59
ship_000461,ord_873538,Aramex,TRK882152839,standard,delivered,2026-04-11 08:48:43,2026-04-17 08:48:43,,addr_1007,47.27,17.03
ship_000462,ord_684950,USPS,TRK787509841,express,pending_pickup,2026-04-17 18:04:14,2026-04-24 18:04:14,,addr_4540,47.23,3.23
ship_000463,ord_187980,FedEx,TRK479032292,standard,returned,2026-04-22 02:00:17,2026-04-27 02:00:17,,addr_3074,40.82,10.79
ship_000464,ord_652567,DHL,TRK995346696,overnight,pending_pickup,2026-04-08 10:20:33,2026-04-10 10:20:33,2026-04-10 10:20:33,addr_9028,24.52,12.47
ship_000465,ord_305927,UPS,TRK402006062,economy,pending_pickup,2026-04-24 01:44:29,2026-04-30 01:44:29,,addr_3685,33.28,14.82
ship_000466,ord_711321,FedEx,TRK525921562,express,shipped,2026-04-06 18:58:24,2026-04-13 18:58:24,2026-04-13 18:58:24,addr_4794,17.15,16.67
ship_000467,ord_323360,FedEx,TRK334943702,economy,returned,2026-04-13 06:13:41,2026-04-16 06:13:41,,addr_3404,39.07,1.48
ship_000468,ord_479322,DHL,TRK929138340,standard,pending_pickup,2026-04-17 09:26:48,2026-04-19 09:26:48,2026-04-19 09:26:48,addr_7227,22.96,10.06
ship_000469,ord_217470,UPS,TRK688604802,express,in_transit,2026-04-14 22:42:57,2026-04-20 22:42:57,2026-04-20 22:42:57,addr_8893,49.57,11.43
ship_000470,ord_410737,UPS,TRK546943274,economy,pending_pickup,2026-04-25 09:05:56,2026-05-02 09:05:56,2026-05-02 09:05:56,addr_4313,26.17,10.48
ship_000471,ord_332166,UPS,TRK283594441,express,returned,2026-04-06 05:44:29,2026-04-11 05:44:29,,addr_7133,11.56,4.15
ship_000472,ord_554422,DHL,TRK700827213,standard,pending_pickup,2026-04-22 04:44:43,2026-04-24 04:44:43,2026-04-24 04:44:43,addr_4404,36.09,5.86
ship_000473,ord_488055,Aramex,TRK141503050,express,shipped,2026-04-09 07:19:39,2026-04-14 07:19:39,2026-04-14 07:19:39,addr_3620,39.37,8.62
ship_000474,ord_949130,Aramex,TRK121303858,overnight,delivered,2026-04-14 17:28:32,2026-04-20 17:28:32,2026-04-20 17:28:32,addr_9487,40.17,11.67
ship_000475,ord_259003,DHL,TRK729776601,economy,pending_pickup,2026-04-17 05:21:03,2026-04-19 05:21:03,2026-04-19 05:21:03,addr_6293,21.24,14.64
ship_000476,ord_471117,FedEx,TRK326637077,overnight,returned,2026-04-23 08:10:33,2026-04-30 08:10:33,2026-04-30 08:10:33,addr_7789,46.26,10.22
ship_000477,ord_201750,USPS,TRK649735864,economy,in_transit,2026-04-12 00:41:35,2026-04-18 00:41:35,2026-04-18 00:41:35,addr_4886,8.88,19.1
ship_000478,ord_284988,Aramex,TRK711446081,standard,pending_pickup,2026-04-12 10:26:16,2026-04-15 10:26:16,2026-04-15 10:26:16,addr_6175,46.21,16.74
ship_000479,ord_646316,Aramex,TRK653682841,economy,in_transit,2026-04-06 18:15:57,2026-04-08 18:15:57,2026-04-08 18:15:57,addr_2554,44.67,16.04
ship_000480,ord_830011,Aramex,TRK526540571,overnight,returned,2026-04-23 15:53:30,2026-04-28 15:53:30,2026-04-28 15:53:30,addr_8213,42.3,1.56
ship_000481,ord_163128,USPS,TRK922466691,overnight,shipped,2026-04-22 19:12:01,2026-04-28 19:12:01,2026-04-28 19:12:01,addr_6604,25.16,10.28
ship_000482,ord_657908,UPS,TRK723463020,standard,shipped,2026-04-12 23:14:32,2026-04-14 23:14:32,,addr_1923,35.71,19.3
ship_000483,ord_663620,UPS,TRK455680879,economy,returned,2026-04-08 13:22:45,2026-04-14 13:22:45,2026-04-14 13:22:45,addr_3809,20.81,14.26
ship_000484,ord_591905,DHL,TRK268678803,express,shipped,2026-04-08 21:20:27,2026-04-11 21:20:27,2026-04-11 21:20:27,addr_3751,28.34,9.16
ship_000485,ord_420882,USPS,TRK152418369,economy,returned,2026-04-14 01:56:27,2026-04-16 01:56:27,,addr_4376,31.33,13.29
ship_000486,ord_980735,FedEx,TRK544317441,overnight,in_transit,2026-04-22 23:27:22,2026-04-24 23:27:22,,addr_6610,25.55,7.25
ship_000487,ord_122131,DHL,TRK280743687,standard,delivered,2026-04-16 22:22:56,2026-04-21 22:22:56,2026-04-21 22:22:56,addr_4777,42.36,14.93
ship_000488,ord_290883,USPS,TRK520585128,economy,returned,2026-04-23 20:43:22,2026-04-27 20:43:22,,addr_9298,19.63,4.84
ship_000489,ord_463777,DHL,TRK421367849,overnight,delivered,2026-04-07 16:33:44,2026-04-10 16:33:44,2026-04-10 16:33:44,addr_5975,29.84,9.13
ship_000490,ord_250767,DHL,TRK423179926,economy,returned,2026-04-18 16:33:52,2026-04-25 16:33:52,,addr_9791,48.53,18.36
ship_000491,ord_812960,DHL,TRK181527250,express,shipped,2026-04-17 01:29:48,2026-04-23 01:29:48,,addr_6914,20.16,6.67
ship_000492,ord_119658,USPS,TRK252846620,overnight,pending_pickup,2026-04-10 01:56:45,2026-04-13 01:56:45,2026-04-13 01:56:45,addr_9272,25.5,14.96
ship_000493,ord_133754,FedEx,TRK787094186,overnight,delivered,2026-04-22 09:01:31,2026-04-27 09:01:31,,addr_7900,43.22,18.92
ship_000494,ord_308481,FedEx,TRK430104373,express,returned,2026-04-13 22:57:44,2026-04-20 22:57:44,2026-04-20 22:57:44,addr_2251,19.81,16.32
ship_000495,ord_251023,Aramex,TRK691951715,overnight,in_transit,2026-04-11 23:00:03,2026-04-14 23:00:03,2026-04-14 23:00:03,addr_3867,9.92,13.81
ship_000496,ord_710545,UPS,TRK343367494,economy,delivered,2026-04-05 19:39:42,2026-04-12 19:39:42,2026-04-12 19:39:42,addr_3880,43.75,13.68
ship_000497,ord_335018,FedEx,TRK302496930,overnight,in_transit,2026-04-15 01:28:44,2026-04-22 01:28:44,,addr_7056,23.02,16.96
ship_000498,ord_414155,Aramex,TRK477266308,economy,returned,2026-04-07 14:57:15,2026-04-12 14:57:15,2026-04-12 14:57:15,addr_8689,37.19,5.46
ship_000499,ord_384021,UPS,TRK310889212,standard,pending_pickup,2026-04-07 02:53:20,2026-04-09 02:53:20,2026-04-09 02:53:20,addr_3897,14.15,11.51
ship_000500,ord_717394,Aramex,TRK253547888,express,shipped,2026-04-16 09:43:45,2026-04-20 09:43:45,2026-04-20 09:43:45,addr_1260,41.67,16.48
ship_000501,ord_971792,USPS,TRK351488067,standard,delivered,2026-04-15 02:10:32,2026-04-18 02:10:32,2026-04-18 02:10:32,addr_2126,11.06,17.71
ship_000502,ord_779262,UPS,TRK920409140,express,pending_pickup,2026-04-19 17:29:19,2026-04-22 17:29:19,,addr_4603,24.86,2.91
ship_000503,ord_569610,DHL,TRK886345037,express,in_transit,2026-04-22 18:17:20,2026-04-24 18:17:20,,addr_3049,34.88,2.26
ship_000504,ord_450163,DHL,TRK568936094,overnight,shipped,2026-04-15 04:27:40,2026-04-19 04:27:40,2026-04-19 04:27:40,addr_7145,19.77,12.77
ship_000505,ord_792577,UPS,TRK943829785,standard,returned,2026-04-23 21:52:24,2026-04-28 21:52:24,2026-04-28 21:52:24,addr_1546,49.63,11.1
ship_000506,ord_955615,Aramex,TRK543279996,standard,returned,2026-04-21 23:22:20,2026-04-27 23:22:20,,addr_7331,45.8,16.77
ship_000507,ord_222457,FedEx,TRK228988251,standard,pending_pickup,2026-04-16 16:25:32,2026-04-18 16:25:32,2026-04-18 16:25:32,addr_9586,17.05,5.98
ship_000508,ord_975376,UPS,TRK629548168,express,pending_pickup,2026-04-16 13:36:23,2026-04-18 13:36:23,,addr_9151,25.97,13.58
ship_000509,ord_827620,USPS,TRK598117478,standard,delivered,2026-04-13 13:16:24,2026-04-17 13:16:24,2026-04-17 13:16:24,addr_3793,46.78,12.35
ship_000510,ord_555516,Aramex,TRK696474801,overnight,shipped,2026-04-15 22:00:27,2026-04-22 22:00:27,2026-04-22 22:00:27,addr_9211,25.4,4.27
ship_000511,ord_871521,UPS,TRK152053346,economy,in_transit,2026-04-14 22:11:10,2026-04-21 22:11:10,,addr_8367,28.72,12.74
ship_000512,ord_438887,DHL,TRK132110420,express,returned,2026-04-17 01:36:35,2026-04-19 01:36:35,2026-04-19 01:36:35,addr_9572,29.2,18.15
ship_000513,ord_526505,UPS,TRK913902489,overnight,shipped,2026-04-23 22:42:38,2026-04-30 22:42:38,,addr_3388,23.71,12.32
ship_000514,ord_440032,Aramex,TRK940532177,overnight,delivered,2026-04-15 18:45:44,2026-04-20 18:45:44,2026-04-20 18:45:44,addr_9043,44.54,3.91
ship_000515,ord_389450,DHL,TRK451474526,economy,in_transit,2026-04-24 15:21:10,2026-04-27 15:21:10,2026-04-27 15:21:10,addr_8177,37.96,12.4
ship_000516,ord_403318,USPS,TRK807050643,economy,shipped,2026-04-16 16:45:49,2026-04-21 16:45:49,2026-04-21 16:45:49,addr_9299,17.84,0.71
